ML#,Style,Development,Sold_Price,Baths Half,Bath,Bedrooms,Appearance,Unit on Floor #,Days On Market,Contract Date,Listing Price,Town
2,Other,123    Main St,239000,1,0,1,,2,26,6/27/2020,239000,Eastern
1,Co-Op,123 Main St,224000,1,1,1,Mint,1,130,03/06/2020,229000,Eastern
5,Other,123 Main St,210000,1,0,1,,1,142,12/11/2020,235000,Eastern
4,Other,123 Main St,230000,1,0,1,,2,12,11/11/2020,235000,Eastern
6,Garden Apartment,123 Main St,265000,1,0,1,Mint,2,21,09/09/2022,269000,Eastern
3,Other,123 Maine St,220000,1,1,1,excel,1,34,07/03/2020,229900,Eastern
12,Townhouse,Beach Manor,450000,2,1,2,Mint,1,19,4/10/2022,499999,Westville
13,Townhouse,Beach Manor,469000,2,1,2,,1,16,8/18/2022,469000,Westville
234,Townhouse,Brookstown,394000,2,1,2,Beautiful,1,17,09/08/2020,359999,Lisps
261,Other,Bucolic,350000,2,0,2,,1,30,01/02/2022,358000,Coral
262,Townhouse,Bucolic,400000,2,0,2,Diamond,1,21,1/17/2022,399900,Coral
263,Other,Bucolic,381000,2,0,2,Excellent,1,25,1/24/2022,369999,Coral
264,Other,Bucolic,398500,2,0,2,,1,13,3/25/2022,399000,Coral
265,Other,Bucolic,384990,2,0,2,Mint,1,61,3/31/2022,384990,Coral
266,Other,Bucolic,350000,2,0,2,,1,14,4/18/2022,359999,Coral
267,Other,Bucolic,369000,2,0,2,Excellent,1,47,4/21/2022,369000,Coral
268,Other,Bucolic,372000,2,0,2,Excellent,1,145,06/03/2022,369000,Coral
269,Other,Bucolic,365000,2,0,2,,1,41,7/14/2022,374000,Coral
270,Other,Bucolic,356800,2,0,2,Mint,1,56,8/25/2022,359500,Coral
271,Other,Bucolic,410000,2,0,2,Excellent,1,37,9/18/2022,439000,Coral
272,Other,Bucolic,389000,2,0,2,Mint,1,18,11/18/2022,389000,Coral
273,Other,Bucolic,345000,2,0,2,Mint,1,94,12/08/2022,369000,Coral
274,Other,Bucolic,320000,2,0,2,,1,76,2/17/2023,319000,Coral
275,Other,Bucolic,350000,2,0,2,Mint,1,15,04/06/2023,359999,Coral
276,Townhouse,Bucolic,390000,2,0,2,Mint,1,47,4/21/2023,409900,Coral
277,Other,Bucolic,410000,2,0,2,Diamond,1,26,05/08/2023,399000,Coral
278,Other,Bucolic,370000,2,0,2,Mint,1,34,5/26/2023,379000,Coral
279,Other,Bucolic,360000,2,0,2,Mint,1,25,7/13/2023,373000,Coral
280,Other,Bucolic,419000,2,0,2,Mint,1,7,8/12/2023,419000,Coral
281,Other,Bucolic,285000,2,0,2,Mint,1,204,3/12/2020,297000,Coral
282,Other,Bucolic,328000,2,1,2,Mint,1,22,5/31/2020,328000,Coral
283,Other,Bucolic,323999,2,0,2,Pristine,1,65,06/01/2020,326999,Coral
284,Other,Bucolic,298500,2,0,2,,1,54,06/06/2020,320000,Coral
285,Other,Bucolic,310000,2,0,2,Mint,1,21,07/09/2020,310000,Coral
286,Other,Bucolic,360000,2,0,2,Diamond++,1,20,12/11/2020,339999,Coral
287,Other,Bucolic,335000,2,0,2,Excellent,1,52,02/05/2021,339000,Coral
288,Other,Bucolic,329000,2,0,2,Mint,1,18,3/15/2021,329000,Coral
289,Other,Bucolic,330000,2,0,2,Mint,1,23,3/20/2021,329000,Coral
290,Other,Bucolic,330000,2,0,2,Excellent,1,150,3/29/2021,327000,Coral
291,Other,Bucolic,325000,2,0,2,Mint+,1,21,04/02/2021,328000,Coral
292,Other,Bucolic,349000,2,0,2,Mint,1,28,4/12/2021,349000,Coral
293,Other,Bucolic,339000,2,0,2,Mint,1,27,5/15/2021,339000,Coral
294,Other,Bucolic,350000,2,0,2,Mint,1,15,7/29/2021,339000,Coral
295,Other,Bucolic,300000,2,0,2,Mint +,1,17,7/31/2021,299999,Coral
296,Other,Bucolic,350000,2,0,2,,1,13,8/18/2021,344900,Coral
297,Other,Bucolic,375000,2,0,2,Mint,1,9,8/21/2021,349000,Coral
298,Other,Bucolic,360000,2,0,2,Mint,1,24,10/25/2021,349850,Coral
299,Other,Bucolic,300000,2,0,2,,1,36,12/27/2021,339900,Coral
300,,Bucolic,300000,2,0,2,Mint,1,35,03/03/2020,309000,Coral
301,Garden Apartment,Bucolic,314000,2,0,2,,1,87,5/11/2020,319000,Coral
228,Other,Cam Bridge,277000,2,0,2,Diamond,1,15,4/15/2020,279000,Coral
230,Other,Cambridg,225000,1,0,1,mint+,1,19,5/23/2020,225000,Coral
47,Townhouse,Cambridge,360000,1,1,1,Diamnond++,0,87,4/25/2022,349900,Coral
49,Townhouse,Cambridge,410000,2,1,2,DIAMOND,0,12,4/30/2022,399990,Coral
65,Townhouse,Cambridge,380000,2,1,2,,0,64,7/13/2022,399000,Coral
165,Other,Cambridge,350000,2,1,2,mint,0,65,3/13/2021,349999,Coral
24,Other,Cambridge,300000,2,0,2,Nice!,1,20,1/28/2022,300000,Coral
25,Other,Cambridge,285000,1,0,1,Mint,1,28,02/02/2022,295500,Coral
27,Other,Cambridge,310000,1,0,1,mint,1,57,2/12/2022,320000,Coral
30,Other,Cambridge,330000,2,0,2,MINT,1,33,2/26/2022,335000,Coral
31,Other,Cambridge,350000,1,1,1,,1,10,2/28/2022,355000,Coral
32,Other,Cambridge,265000,1,0,1,mint,1,16,03/02/2022,300000,Coral
33,Townhouse,Cambridge,355000,1,1,1,,1,10,03/08/2022,365000,Coral
34,Other,Cambridge,360000,2,0,2,,1,19,03/08/2022,340000,Coral
35,Other,Cambridge,320000,2,0,2,,1,11,03/09/2022,299000,Coral
36,Townhouse,Cambridge,291000,1,1,1,,1,72,03/07/2022,320000,Coral
37,Other,Cambridge,320000,1,0,1,,1,7,3/13/2022,309000,Coral
38,Garden Apartment,Cambridge,370000,1,1,1,Diamond,1,9,3/14/2022,325000,Coral
39,Townhouse,Cambridge,371000,2,0,2,Excellent,1,43,3/15/2022,369000,Coral
40,Other,Cambridge,340000,2,0,2,Excellent,1,10,3/24/2022,309999,Coral
41,Townhouse,Cambridge,369990,2,1,2,Excellent,1,22,04/01/2022,369990,Coral
42,Townhouse,Cambridge,420000,2,1,2,Excellent,1,144,04/04/2022,400000,Coral
43,Garden Apartment,Cambridge,220000,2,0,2,,1,21,04/05/2022,175000,Coral
44,Townhouse,Cambridge,276000,1,1,1,Average,1,18,4/11/2022,254900,Coral
46,Townhouse,Cambridge,375000,2,1,2,,1,15,4/16/2022,385000,Coral
48,Other,Cambridge,407000,2,0,2,,1,13,4/25/2022,389000,Coral
50,Other,Cambridge,345000,2,0,2,Excellent,1,21,05/02/2022,329999,Coral
51,Townhouse,Cambridge,365000,2,1,2,Excellent,1,111,5/10/2022,340000,Coral
53,Townhouse,Cambridge,330000,1,1,1,,1,10,5/16/2022,314000,Coral
54,Townhouse,Cambridge,390000,2,1,2,Mint,1,12,5/21/2022,389900,Coral
55,Townhouse,Cambridge,325000,1,1,1,,1,119,5/24/2022,349900,Coral
56,Other,Cambridge,316000,1,1,1,,1,2,06/07/2022,310000,Coral
57,Other,Cambridge,380000,2,1,2,,1,74,06/09/2022,379000,Coral
59,Townhouse,Cambridge,277000,1,0,1,diamond!!,1,24,6/17/2022,269000,Coral
60,Other,Cambridge,360000,1,1,1,,1,47,6/17/2022,349000,Coral
61,Other,Cambridge,382500,2,0,2,,1,15,6/21/2022,395000,Coral
62,Other,Cambridge,280000,1,1,1,Excellent,1,12,6/29/2022,269990,Coral
63,Other,Cambridge,375000,2,0,2,,1,28,6/29/2022,388000,Coral
64,Townhouse,Cambridge,329000,1,1,1,,1,38,07/09/2022,329000,Coral
66,Other,Cambridge,380000,2,0,2,,1,18,7/15/2022,389000,Coral
67,Other,Cambridge,325000,1,1,1,mint,1,16,7/16/2022,325000,Coral
68,Townhouse,Cambridge,242000,1,1,1,,1,3,7/20/2022,229000,Coral
69,Other,Cambridge,275000,1,0,1,,1,5,7/20/2022,249000,Coral
71,Other,Cambridge,350000,1,0,1,Diamond,1,21,08/02/2022,359000,Coral
72,Other,Cambridge,370000,2,0,2,,1,29,08/09/2022,359000,Coral
74,Other,Cambridge,300000,1,1,1,Mint,1,36,8/25/2022,319000,Coral
76,Other,Cambridge,395000,2,1,2,Diamond,1,38,9/12/2022,389000,Coral
77,Other,Cambridge,370000,1,1,1,,1,18,9/16/2022,379000,Coral
78,Other,Cambridge,317500,2,0,2,Excellent,1,32,9/22/2022,334900,Coral
79,Other,Cambridge,262000,1,1,1,Excellent,1,5,9/29/2022,249000,Coral
80,Other,Cambridge,285000,1,1,1,,1,2,10/04/2022,285000,Coral
81,Townhouse,Cambridge,395000,2,1,2,Excellent,1,56,10/17/2022,414999,Coral
84,Other,Cambridge,360000,1,1,1,,1,86,11/07/2022,369000,Coral
85,Townhouse,Cambridge,347000,1,1,1,,1,19,11/09/2022,349000,Coral
87,Other,Cambridge,288000,1,0,1,mINT,1,91,11/25/2022,294990,Coral
88,Townhouse,Cambridge,360000,1,1,1,,1,32,12/02/2022,369000,Coral
89,Townhouse,Cambridge,345000,2,0,2,Mint +,1,97,12/02/2022,360000,Coral
90,Other,Cambridge,377500,2,0,2,MINT,1,29,12/06/2022,385000,Coral
91,Townhouse,Cambridge,400000,1,1,1,Diamond,1,64,12/12/2022,389900,Coral
92,Other,Cambridge,344000,2,0,2,,1,35,12/16/2022,349990,Coral
93,Other,Cambridge,350000,2,0,2,MINT,1,56,12/17/2022,349989,Coral
94,Townhouse,Cambridge,389000,1,1,1,,1,15,01/02/2023,389000,Coral
95,Townhouse,Cambridge,395000,1,1,1,,1,14,1/17/2023,399000,Coral
97,Townhouse,Cambridge,355000,1,1,1,,1,21,02/08/2023,350000,Coral
98,Other,Cambridge,349000,2,0,2,Pristene,1,31,2/13/2023,349000,Coral
100,Garden Apartment,Cambridge,327000,2,0,2,Excellent+,1,24,03/06/2023,329000,Coral
102,Other,Cambridge,367500,1,1,1,Mint+,1,49,02/09/2023,349999,Coral
105,Other,Cambridge,292000,1,0,1,Excellent,1,12,4/20/2023,274900,Coral
106,Other,Cambridge,360000,1,0,1,Mint+++,1,20,4/20/2023,354999,Coral
107,Other,Cambridge,373000,2,0,2,,1,89,4/22/2023,370000,Coral
109,Townhouse,Cambridge,400000,2,1,2,diamond ++,1,5,06/08/2023,399000,Coral
111,Other,Cambridge,325000,1,0,1,new,1,6,7/17/2023,319999,Coral
112,See Remarks,Cambridge,233700,1,0,1,,1,104,11/09/2022,262400,Coral
113,Condo,Cambridge,255000,2,0,2,Great,1,199,01/09/2020,269990,Coral
114,Condo,Cambridge,272000,2,0,2,Diamond,1,131,3/12/2020,285880,Coral
116,Townhouse,Cambridge,305000,1,1,1,DIAMOND,1,27,5/13/2020,295000,Coral
117,Other,Cambridge,240000,2,0,2,mint,1,72,5/20/2020,255000,Coral
118,Townhouse,Cambridge,278950,1,1,1,Mint,1,61,5/21/2020,279990,Coral
119,High Rise,Cambridge,283000,2,1,2,Good,1,28,5/26/2020,289990,Coral
120,Townhouse,Cambridge,260000,2,0,2,Great,1,173,01/09/2020,269990,Coral
121,Other,Cambridge,245000,2,0,2,,1,86,06/05/2020,239000,Coral
123,Townhouse,Cambridge,281500,1,1,1,Excellent,1,50,6/24/2020,269990,Coral
124,Other,Cambridge,255000,2,0,2,,1,54,6/25/2020,259000,Coral
125,Other,Cambridge,289900,2,1,2,Exc/Mint,1,112,07/02/2020,289900,Coral
126,Other,Cambridge,290000,2,1,2,Mint,1,17,07/03/2020,324000,Coral
127,Other,Cambridge,278000,2,0,2,pristene,1,39,07/06/2020,278000,Coral
128,Other,Cambridge,249000,1,0,1,Diamond,1,30,07/06/2020,239900,Coral
129,Other,Cambridge,322500,2,1,2,Diamond,1,10,7/26/2020,315000,Coral
130,Other,Cambridge,315000,1,1,1,pristene,1,14,08/04/2020,315000,Coral
131,Garden Apartment,Cambridge,310000,2,0,2,MINT,1,36,8/10/2020,310000,Coral
134,Townhouse,Cambridge,310000,1,1,1,,1,189,8/20/2020,310000,Coral
135,Other,Cambridge,265000,1,0,1,,1,13,8/29/2020,259000,Coral
136,Townhouse,Cambridge,294000,1,1,1,Great,1,98,9/15/2020,289900,Coral
138,Garden Apartment,Cambridge,269000,2,0,2,,1,19,10/14/2020,269000,Coral
140,Other,Cambridge,315000,1,1,1,mint,1,1,10/31/2020,299900,Coral
141,Other,Cambridge,289900,2,0,2,Mint ++,1,7,11/11/2020,289900,Coral
142,Other,Cambridge,280000,2,0,2,,1,33,11/10/2020,279999,Coral
143,Other,Cambridge,340000,2,1,2,,1,9,11/15/2020,319999,Coral
145,Other,Cambridge,279000,1,1,1,Mint,1,24,12/12/2020,285000,Coral
146,Other,Cambridge,280000,2,0,2,mint,1,20,12/26/2020,295000,Coral
147,Other,Cambridge,290000,2,0,2,mint,1,83,01/04/2021,289900,Coral
148,Other,Cambridge,315000,2,1,2,,1,10,01/08/2021,325000,Coral
149,Townhouse,Cambridge,300000,2,0,2,Mint,1,52,1/18/2021,305000,Coral
150,Townhouse,Cambridge,312000,1,1,1,Excellent,1,14,02/01/2021,289000,Coral
151,Other,Cambridge,320000,2,0,2,,1,9,02/03/2021,289000,Coral
152,Other,Cambridge,262000,2,0,2,Mint,1,45,02/04/2021,270417,Coral
153,Other,Cambridge,285000,2,0,2,,1,13,02/04/2021,275000,Coral
154,Other,Cambridge,295000,2,0,2,,1,20,2/10/2021,279900,Coral
155,Other,Cambridge,300000,2,0,2,excellent,1,53,2/12/2021,279000,Coral
156,Townhouse,Cambridge,320000,1,1,1,Mint+++,1,20,2/17/2021,319000,Coral
157,Townhouse,Cambridge,297500,1,1,1,,1,22,2/16/2021,279999,Coral
158,Townhouse,Cambridge,279000,1,1,1,Excellent,1,35,2/24/2021,269990,Coral
159,Other,Cambridge,288500,1,1,1,mint,1,6,2/25/2021,280000,Coral
161,Other,Cambridge,286000,2,0,2,,1,6,03/08/2021,269900,Coral
162,Townhouse,Cambridge,255000,2,0,2,,1,10,03/08/2021,244900,Coral
163,Other,Cambridge,280000,1,1,1,,1,95,03/08/2021,283000,Coral
164,Garden Apartment,Cambridge,350000,2,1,2,Mint,1,27,03/08/2021,349999,Coral
166,Townhouse,Cambridge,297500,1,1,1,Updated,1,22,3/13/2021,279000,Coral
167,Other,Cambridge,349000,2,1,2,mint,1,11,3/18/2021,347999,Coral
169,Other,Cambridge,288000,2,0,2,mint,1,79,3/22/2021,275000,Coral
170,Garden Apartment,Cambridge,275000,2,0,2,Mint,1,62,3/24/2021,279900,Coral
172,Garden Apartment,Cambridge,324900,2,0,2,Pristine,1,71,04/08/2021,324900,Coral
173,Townhouse,Cambridge,335000,2,0,2,,1,15,04/08/2021,299900,Coral
174,Other,Cambridge,310000,2,0,2,mint,1,28,04/09/2021,329000,Coral
175,Other,Cambridge,315000,2,0,2,mint,1,53,4/22/2021,319990,Coral
176,Other,Cambridge,375000,2,1,2,Diamond,1,6,4/24/2021,349000,Coral
177,Other,Cambridge,395200,2,1,2,Mint,1,48,4/24/2021,365000,Coral
178,Garden Apartment,Cambridge,275000,2,0,2,,1,25,05/02/2021,279789,Coral
179,Other,Cambridge,275000,2,0,2,mint,1,15,5/12/2021,275000,Coral
180,Other,Cambridge,290000,2,0,2,,1,15,5/12/2021,290000,Coral
181,Other,Cambridge,315000,1,1,1,,1,5,5/12/2021,295000,Coral
182,Townhouse,Cambridge,320000,1,1,1,Excellent,1,25,5/13/2021,329000,Coral
183,Other,Cambridge,357000,2,1,2,mint,1,47,5/14/2021,358000,Coral
184,Townhouse,Cambridge,315000,1,1,1,Excellent,1,25,5/20/2021,299500,Coral
185,Townhouse,Cambridge,350000,2,1,2,Excellent,1,10,5/27/2021,350000,Coral
186,Other,Cambridge,315000,2,0,2,Diamond,1,28,06/03/2021,299990,Coral
187,Townhouse,Cambridge,305000,1,1,1,Mint,1,26,06/06/2021,279999,Coral
188,Other,Cambridge,329000,2,0,2,,1,86,06/09/2021,329000,Coral
190,Other,Cambridge,270000,1,0,1,Mint,1,12,6/12/2021,259999,Coral
191,Garden Apartment,Cambridge,300000,1,1,1,excellent,1,15,6/21/2021,310000,Coral
192,Townhouse,Cambridge,345000,2,1,2,mint,1,93,6/26/2021,349990,Coral
193,Other,Cambridge,360000,2,1,2,,1,218,6/29/2021,360000,Coral
194,Garden Apartment,Cambridge,305000,2,0,2,Mint,1,13,07/08/2021,299000,Coral
195,Townhouse,Cambridge,350000,1,1,1,Diamond,1,24,7/10/2021,349999,Coral
196,Townhouse,Cambridge,355000,2,1,2,,1,46,7/17/2021,329999,Coral
197,Other,Cambridge,310000,2,0,2,Mint,1,6,7/19/2021,310000,Coral
199,Townhouse,Cambridge,340000,2,0,2,Excellent,1,38,7/23/2021,349999,Coral
200,Other,Cambridge,275000,2,0,2,Diamond,1,104,7/23/2021,280000,Coral
201,Other,Cambridge,270000,1,0,1,Mint,1,36,7/26/2021,289900,Coral
202,Other,Cambridge,255000,2,0,2,Excellent,1,102,7/31/2021,268000,Coral
203,Other,Cambridge,267000,2,0,2,Mint,1,38,08/02/2021,285000,Coral
204,Other,Cambridge,253800,2,0,2,MINT,1,95,08/02/2021,288900,Coral
205,Townhouse,Cambridge,385000,2,1,2,Diamond,1,10,8/13/2021,364999,Coral
206,Other,Cambridge,325000,2,0,2,Excellent,1,18,9/20/2021,319990,Coral
208,Other,Cambridge,307961,1,0,1,Mint ++,1,15,9/22/2021,295000,Coral
209,Townhouse,Cambridge,325000,1,1,1,Excellent,1,35,9/24/2021,324990,Coral
210,Townhouse,Cambridge,337000,2,1,2,Excellent,1,87,9/28/2021,329900,Coral
211,Condo,Cambridge,310000,2,0,2,MINT,1,47,10/07/2021,339000,Coral
213,Townhouse,Cambridge,365000,2,1,2,,1,48,11/02/2021,369000,Coral
214,Other,Cambridge,300000,2,0,2,pristene,1,72,11/10/2021,325000,Coral
215,Other,Cambridge,310000,2,0,2,mint+,1,21,12/01/2021,319000,Coral
217,Other,Cambridge,309000,2,0,2,,1,11,12/27/2021,309000,Coral
218,Other,Cambridge,285000,2,0,2,MINT,1,16,12/28/2021,300000,Coral
219,Condo,Cambridge,258700,1,1,1,mint,1,11,01/04/2020,286000,Coral
221,Condo,Cambridge,240000,2,0,2,,1,43,1/23/2020,247000,Coral
222,Condo,Cambridge,295000,2,1,2,Diamond+++,1,21,1/28/2020,289990,Coral
223,Condo,Cambridge,268000,2,1,2,MINT,1,42,02/03/2020,274900,Coral
224,Condo,Cambridge,288000,1,1,1,pristene,1,30,2/28/2020,295000,Coral
225,Condo,Cambridge,284900,2,0,2,,1,95,3/21/2020,284900,Coral
227,Other,Cambridge,256750,1,0,1,,1,46,04/02/2020,258500,Coral
233,Other,Cambridge,325000,2,1,2,6M Mint,1,17,6/27/2020,299990,Coral
26,Townhouse,Cambridge,365000,2,1,2,,2,15,02/09/2022,359000,Coral
28,Townhouse,Cambridge,300000,1,0,1,Diamond,2,15,2/15/2022,279999,Coral
29,Other,Cambridge,330000,2,0,2,,2,1,2/25/2022,325000,Coral
45,Other,Cambridge,325000,2,0,2,mint,2,11,4/14/2022,325000,Coral
52,Other,Cambridge,355000,2,1,2,,2,145,5/11/2022,369990,Coral
58,Other,Cambridge,258000,1,0,1,,2,26,6/16/2022,275000,Coral
70,Townhouse,Cambridge,360000,2,0,2,DIAMOND++,2,33,7/28/2022,349900,Coral
73,Other,Cambridge,265000,2,0,2,,2,19,8/11/2022,315000,Coral
75,Other,Cambridge,389000,2,1,2,,2,145,8/27/2022,390000,Coral
83,Townhouse,Cambridge,305000,1,0,1,Diamond,2,12,11/04/2022,299999,Coral
86,Other,Cambridge,312000,2,0,2,,2,76,9/27/2022,334999,Coral
96,Townhouse,Cambridge,339000,2,0,2,great,2,156,1/17/2023,349900,Coral
99,Other,Cambridge,295000,2,0,2,,2,59,01/03/2023,315000,Coral
101,Garden Apartment,Cambridge,300000,1,0,1,,2,12,3/10/2023,274999,Coral
103,Garden Apartment,Cambridge,370000,2,0,2,Mint,2,3,3/30/2023,339000,Coral
104,Other,Cambridge,375000,1,1,1,,2,4,4/17/2023,349999,Coral
108,Other,Cambridge,350000,2,0,2,Mint++,2,43,5/16/2023,349999,Coral
110,Other,Cambridge,336000,1,0,1,,2,15,6/25/2023,309990,Coral
115,Condo,Cambridge,230720,1,0,1,Mint++,2,164,3/14/2020,229999,Coral
122,Other,Cambridge,195000,1,0,1,Mint,2,20,6/10/2020,195000,Coral
132,Other,Cambridge,270000,1,0,1,pristene,2,12,8/13/2020,265000,Coral
133,Other,Cambridge,265000,2,0,2,Mint,2,20,8/19/2020,249990,Coral
137,Other,Cambridge,257000,1,0,1,Diamond++,2,16,9/23/2020,259900,Coral
139,Other,Cambridge,270000,1,0,1,Mint,2,55,10/29/2020,269990,Coral
144,Other,Cambridge,275000,2,0,2,pristene,2,11,11/23/2020,269000,Coral
160,Other,Cambridge,285000,2,0,2,,2,43,2/27/2021,289900,Coral
168,Other,Cambridge,290000,2,0,2,mint,2,16,3/20/2021,285000,Coral
171,Other,Cambridge,240000,1,0,1,mint,2,116,3/25/2021,249000,Coral
189,Other,Cambridge,275000,2,0,2,Mint,2,26,6/11/2021,275000,Coral
207,Other,Cambridge,285000,1,0,1,Mint,2,42,9/22/2021,288000,Coral
212,Other,Cambridge,284250,1,0,1,Prestine,2,108,10/08/2021,300000,Coral
216,Garden Apartment,Cambridge,284500,1,0,1,perfect,2,21,12/15/2021,279000,Coral
220,Condo,Cambridge,248000,2,0,2,pristene,2,3,1/10/2020,254000,Coral
226,Condo,Cambridge,251000,1,0,1,Pristine,2,67,3/20/2020,259990,Coral
82,Other,Cambridge,340000,2,0,2,,2,10,8/17/2022,349000,Coral
198,Other,Cambridge,325000,1,1,1,,2,55,7/21/2021,325000,Coral
229,Other,Cambridged,217000,1,1,1,,1,57,5/20/2020,225000,Coral
231,Other,Cambrige,245000,2,0,2,mint,1,36,06/09/2020,265000,Coral
232,Other,Camebridge,312500,2,0,2,Mint++,1,18,6/15/2020,309500,Coral
260,Townhouse,Capital Height,420000,2,1,2,Mint+,1,9,3/15/2023,399000,Affected
252,Townhouse,Capital Heights,415000,2,1,2,Mint +,1,64,11/05/2020,425000,Affected
253,Townhouse,Capital Heights,445000,2,1,2,Diamond,1,28,6/19/2021,449999,Affected
254,Townhouse,Capital Heights,340000,2,1,2,Mint,1,40,9/24/2021,349990,Affected
255,Townhouse,Capital Heights,389000,2,1,2,Mint *,1,33,1/19/2022,389000,Affected
256,Townhouse,Capital Heights,380000,2,1,2,,1,31,04/03/2022,379999,Affected
257,Townhouse,Capital Heights,440000,2,1,2,Diamond+,1,8,4/21/2022,399000,Affected
258,Townhouse,Capital Heights,385000,2,1,2,Excellent,1,12,10/15/2022,379000,Affected
259,Townhouse,Capitalheights,369000,2,1,2,Mint,0,54,10/23/2022,369000,Affected
428,Garden Apartment,Clover,170000,1,0,1,Excellent,1,11,5/30/2020,180000,Lisps
430,Garden Apartment,Clover,134000,1,0,1,Diamond,1,43,06/02/2020,139990,Lisps
433,Garden Apartment,Clover,180000,1,0,1,,1,99,7/15/2020,164900,Lisps
438,Garden Apartment,Clover,184000,1,0,1,MINT,1,17,8/29/2020,179000,Lisps
441,Garden Apartment,Clover,182000,1,0,1,,1,17,10/14/2020,190000,Lisps
445,Mid Rise,Clover,140000,1,0,1,Mint,1,64,12/21/2020,149999,Lisps
446,Other,Clover,160000,1,0,1,Mint++,1,31,02/06/2021,159900,Lisps
449,Garden Apartment,Clover,221000,1,0,1,DIAMOND,1,11,3/12/2021,194990,Lisps
451,Garden Apartment,Clover,180000,1,0,1,,1,15,04/07/2021,179990,Lisps
452,Other,Clover,200000,1,0,1,,1,16,4/26/2021,179999,Lisps
453,Garden Apartment,Clover,185000,1,0,1,excellent,1,47,5/13/2021,185000,Lisps
455,Garden Apartment,Clover,190000,1,0,1,Diamond,1,28,6/11/2021,179990,Lisps
456,Garden Apartment,Clover,190000,1,0,1,Excellent,1,55,6/17/2021,190000,Lisps
460,Garden Apartment,Clover,240000,1,0,1,Excellent,1,39,7/27/2021,249000,Lisps
461,Garden Apartment,Clover,170000,1,0,1,Mint,1,20,08/06/2021,154990,Lisps
464,Co-Op,Clover,220000,1,0,1,Mint,1,24,8/16/2021,229000,Lisps
466,Garden Apartment,Clover,195000,1,0,1,Mint,1,189,04/07/2021,179999,Lisps
