ML#,Style,Development,Sold_Price,Baths Half,Bath,Bedrooms,Appearance,Unit on Floor #,Days On Market,Contract Date,Listing Price,Town
468,Garden Apartment,Clover,195000,1,0,1,,1,54,9/19/2021,199999,Lisps
471,Garden Apartment,Clover,220000,1,0,1,,1,21,10/21/2021,199999,Lisps
472,Garden Apartment,Clover,185000,1,0,1,Mint,1,28,02/08/2022,179990,Lisps
473,Garden Apartment,Clover,200000,1,0,1,Good,1,18,2/21/2022,199000,Lisps
474,Garden Apartment,Clover,230000,1,0,1,,1,149,2/25/2022,215000,Lisps
477,Garden Apartment,Clover,275000,1,0,1,Mint,1,19,5/30/2022,249999,Lisps
478,Garden Apartment,Clover,245000,1,0,1,,1,20,06/02/2022,219900,Lisps
481,Garden Apartment,Clover,235000,1,0,1,,1,13,8/19/2022,219000,Lisps
484,Garden Apartment,Clover,225000,1,0,1,Mint,1,119,9/16/2022,219000,Lisps
487,Garden Apartment,Clover,210000,1,0,1,Excellent,1,34,10/24/2022,220000,Lisps
488,Garden Apartment,Clover,220000,1,0,1,,1,26,10/26/2022,219900,Lisps
490,Garden Apartment,Clover,180000,1,0,1,needs tlc,1,96,11/17/2022,180000,Lisps
491,Garden Apartment,Clover,215000,1,0,1,excellent,1,15,12/15/2022,209000,Lisps
496,Garden Apartment,Clover,235000,1,0,1,,1,13,6/14/2023,220000,Lisps
497,Co-Op,Clover,162500,1,0,1,Excellent,1,13,2/10/2020,155000,Lisps
498,Townhouse,Clover,145000,1,0,1,Mint,1,17,5/25/2020,160000,Lisps
501,Co-Op,Clover,135000,1,0,1,,1,86,03/03/2020,139995,Lisps
427,Other,Clover,155725,1,0,1,,2,50,03/09/2020,149000,Lisps
429,Garden Apartment,Clover,195000,1,0,1,,2,231,06/02/2020,190000,Lisps
431,Other,Clover,168000,1,0,1,Mint,2,10,6/19/2020,159999,Lisps
432,Garden Apartment,Clover,161000,1,0,1,,2,8,7/16/2020,145000,Lisps
434,Garden Apartment,Clover,162000,1,0,1,Excellent,2,21,7/20/2020,147500,Lisps
435,Garden Apartment,Clover,182000,1,0,1,Excellent,2,11,7/20/2020,179500,Lisps
436,Co-Op,Clover,144500,1,0,1,Excellent,2,39,7/24/2020,144500,Lisps
437,Garden Apartment,Clover,155000,1,0,1,Excellent,2,31,7/25/2020,159000,Lisps
439,Garden Apartment,Clover,144000,1,0,1,Excellent,2,34,9/26/2020,147500,Lisps
440,Other,Clover,160000,1,0,1,Excellent+,2,12,10/01/2020,150000,Lisps
442,Garden Apartment,Clover,155000,1,0,1,Mint,2,42,10/30/2020,159000,Lisps
443,Garden Apartment,Clover,182000,1,0,1,,2,16,11/04/2020,180000,Lisps
444,Garden Apartment,Clover,190000,1,0,1,Mint,2,28,11/13/2020,190000,Lisps
447,Garden Apartment,Clover,185000,1,0,1,Gorgeous,2,15,2/19/2021,179999,Lisps
448,Garden Apartment,Clover,190000,1,0,1,Mint,2,5,3/10/2021,179999,Lisps
450,Garden Apartment,Clover,207500,1,0,1,mint,2,17,3/22/2021,190000,Lisps
454,Garden Apartment,Clover,185000,1,0,1,Excellant,2,27,5/28/2021,199999,Lisps
457,Garden Apartment,Clover,205000,1,0,1,Excellent,2,51,6/18/2021,199000,Lisps
458,Garden Apartment,Clover,220000,1,0,1,Mint,2,12,07/08/2021,185000,Lisps
459,Garden Apartment,Clover,235000,1,0,1,Excellent,2,83,7/14/2021,239900,Lisps
462,Other,Clover,200000,1,0,1,mint,2,33,08/08/2021,199999,Lisps
463,Garden Apartment,Clover,225000,1,0,1,Excellent,2,23,8/10/2021,229000,Lisps
465,Garden Apartment,Clover,200000,1,0,1,Excellent,2,44,8/25/2021,199999,Lisps
467,Garden Apartment,Clover,190000,1,0,1,Mint,2,48,9/13/2021,199000,Lisps
469,Other,Clover,220000,1,0,1,DIAMOND,2,18,10/10/2021,199900,Lisps
470,Garden Apartment,Clover,229900,1,0,1,Excellent,2,120,10/19/2021,239900,Lisps
475,Co-Op,Clover,245000,1,0,1,Mint,2,25,4/28/2022,229000,Lisps
479,Garden Apartment,Clover,185000,1,0,1,,2,15,6/16/2022,174999,Lisps
480,Garden Apartment,Clover,226000,1,0,1,,2,21,6/22/2022,199000,Lisps
482,Garden Apartment,Clover,257500,1,0,1,Mint,2,164,8/23/2022,257500,Lisps
483,Garden Apartment,Clover,235000,1,0,1,,2,32,8/25/2022,229000,Lisps
485,Garden Apartment,Clover,205000,1,0,1,Excellent,2,119,9/16/2022,209000,Lisps
486,Garden Apartment,Clover,225000,1,0,1,Diamond,2,17,9/30/2022,215000,Lisps
489,Garden Apartment,Clover,205000,1,0,1,,2,72,10/31/2022,215000,Lisps
492,Garden Apartment,Clover,205000,1,0,1,,2,23,1/31/2023,205000,Lisps
493,Garden Apartment,Clover,225000,1,0,1,,2,24,2/13/2023,189000,Lisps
494,Garden Apartment,Clover,250000,1,0,1,,2,4,04/03/2023,219000,Lisps
495,Garden Apartment,Clover,277500,1,0,1,,2,16,05/03/2023,265000,Lisps
499,Co-Op,Clover,118000,1,0,1,Excellent,2,24,1/25/2020,118000,Lisps
500,Co-Op,Clover,139900,1,0,1,GOOD,2,15,2/24/2020,139900,Lisps
476,Garden Apartment,Clover,225000,1,0,1,,2,7,5/31/2022,225000,Lisps
11,Condo,Cran Berrie,415000,2,1,2,Excellent,1,21,3/12/2020,429999,Affected
7,Townhouse,Cranberry,450000,2,1,2,excellent,1,78,09/01/2020,449000,Affected
8,Townhouse,Cranberry,489000,2,1,2,Diamond+++,1,13,4/21/2021,469999,Affected
9,Other,Cranberry,459000,2,0,2,,1,33,9/24/2021,459000,Affected
10,Condo,Crane Berry,275000,2,1,2,,1,59,02/03/2020,239900,Affected
971,Condo,Crewville,331000,2,1,2,Excellent,1,35,2/27/2020,339000,Middletown
972,Townhouse,Crewville,385000,2,1,2,Diamond,1,11,6/20/2020,395000,Middletown
973,Townhouse,Crewville,329000,1,1,1,Mint ++,1,31,7/21/2020,329000,Middletown
974,Other,Crewville,335000,1,1,1,,1,33,9/25/2020,324900,Middletown
975,Townhouse,Crewville,335000,1,1,1,Excellent,1,18,10/23/2020,329990,Middletown
976,Townhouse,Crewville,324000,1,1,1,Excellent,1,17,11/07/2020,327500,Middletown
977,Townhouse,Crewville,324500,1,1,1,Excellent,1,17,11/07/2020,329000,Middletown
978,Townhouse,Crewville,340000,2,1,2,Excellent,1,38,12/07/2020,358000,Middletown
979,Townhouse,Crewville,401000,2,1,2,Mint,1,40,1/17/2021,399000,Middletown
980,Townhouse,Crewville,350000,1,1,1,,1,24,02/08/2021,345000,Middletown
981,Townhouse,Crewville,358000,1,1,1,Mint,1,21,2/10/2021,358000,Middletown
982,Townhouse,Crewville,410000,2,1,2,Mint,1,10,3/12/2021,399900,Middletown
983,Townhouse,Crewville,337500,2,1,2,Excellent,1,383,4/23/2021,350000,Middletown
984,Townhouse,Crewville,437000,2,1,2,Mint,1,7,5/13/2021,439000,Middletown
985,Townhouse,Crewville,405000,2,1,2,Mint++,1,28,5/14/2021,395000,Middletown
986,Townhouse,Crewville,360000,1,1,1,Mint,1,34,5/14/2021,350000,Middletown
987,Townhouse,Crewville,380000,2,1,2,Diamond,1,29,06/03/2021,379000,Middletown
988,Townhouse,Crewville,405000,2,1,2,,1,16,6/14/2021,349999,Middletown
989,Townhouse,Crewville,450000,2,1,2,Diamond,1,8,7/15/2021,419000,Middletown
991,Townhouse,Crewville,365000,1,1,1,Excellent,1,48,7/24/2021,380000,Middletown
992,Townhouse,Crewville,450000,2,1,2,Diamond+++,1,13,7/30/2021,429000,Middletown
993,Townhouse,Crewville,442000,2,1,2,Diamond,1,14,08/09/2021,399999,Middletown
994,Townhouse,Crewville,369000,1,1,1,Excellent,1,41,8/27/2021,359000,Middletown
995,Townhouse,Crewville,450000,2,1,2,Mint,1,27,9/16/2021,420000,Middletown
996,Townhouse,Crewville,487000,3,0,3,Mint,1,34,9/25/2021,499000,Middletown
997,Townhouse,Crewville,355000,1,1,1,good,1,22,10/14/2021,334900,Middletown
998,Townhouse,Crewville,395000,2,1,2,Mint,1,39,10/21/2021,359990,Middletown
999,Townhouse,Crewville,375000,1,1,1,Mint,1,23,11/04/2021,375000,Middletown
1000,Townhouse,Crewville,425000,2,1,2,,1,14,11/06/2021,425000,Middletown
1001,Townhouse,Crewville,291000,1,1,1,,1,132,11/11/2021,280000,Middletown
1002,Townhouse,Crewville,420000,2,1,2,Mint,1,21,11/15/2021,409000,Middletown
1003,Townhouse,Crewville,400000,2,1,2,Good,1,41,12/30/2021,415000,Middletown
1004,Townhouse,Crewville,400000,2,1,2,Mint,1,7,1/21/2022,400000,Middletown
1007,Townhouse,Crewville,387500,1,1,1,Excellent,1,15,3/16/2022,384000,Middletown
1008,Townhouse,Crewville,475000,2,1,2,Mint,1,19,3/30/2022,450000,Middletown
1009,Townhouse,Crewville,430000,1,1,1,Mint,1,13,3/31/2022,369990,Middletown
1010,Townhouse,Crewville,455000,2,0,2,Excellent,1,23,06/08/2022,428888,Middletown
1011,Townhouse,Crewville,404000,1,1,1,Mint,1,12,6/11/2022,399900,Middletown
1012,Townhouse,Crewville,395000,1,1,1,Mint,1,12,6/11/2022,380000,Middletown
1013,Townhouse,Crewville,435000,2,1,2,Mint,1,22,07/06/2022,439999,Middletown
1014,Townhouse,Crewville,437000,2,1,2,Diamond,1,15,7/20/2022,449000,Middletown
1015,Townhouse,Crewville,480000,2,1,2,MINT,1,54,7/21/2022,485000,Middletown
1016,Townhouse,Crewville,405000,2,1,2,Excellent,1,35,7/22/2022,390000,Middletown
1017,Townhouse,Crewville,410000,1,2,1,Excellent,1,21,7/28/2022,409990,Middletown
1018,Townhouse,Crewville,441000,2,1,2,,1,21,08/08/2022,449999,Middletown
1019,Townhouse,Crewville,427500,1,1,1,,1,16,8/16/2022,439000,Middletown
1020,Townhouse,Crewville,381000,2,1,2,,1,25,9/25/2022,399990,Middletown
1021,Townhouse,Crewville,414999,1,1,1,,1,26,9/28/2022,414999,Middletown
1022,Townhouse,Crewville,405000,1,1,1,Mint,1,125,10/14/2022,415000,Middletown
1023,Townhouse,Crewville,420000,2,1,2,Mint,1,11,2/16/2023,420000,Middletown
1024,Townhouse,Crewville,420000,1,1,1,,1,6,2/26/2023,425000,Middletown
1025,Townhouse,Crewville,480000,2,1,2,Diamond++,1,20,3/30/2023,430000,Middletown
1026,Townhouse,Crewville,435000,2,1,2,Good,1,25,4/10/2023,450000,Middletown
1027,Townhouse,Crewville,415000,1,1,1,Good,1,14,4/14/2023,410000,Middletown
1028,Townhouse,Crewville,435000,2,1,2,Mint,1,3,4/17/2023,415000,Middletown
1029,Townhouse,Crewville,470000,2,1,2,,1,26,06/07/2023,439900,Middletown
1030,Townhouse,Crewville,399000,2,1,2,Excellent+,1,4,6/22/2023,399000,Middletown
1031,,Crewville,325000,1,1,1,Mint+,1,19,3/14/2020,325000,Middletown
1032,Condo,Crewville,350000,3,1,3,DIamond,1,45,1/10/2020,339999,Middletown
1033,,Crewville,400000,2,1,2,Excellent,1,11,1/25/2020,399999,Middletown
1034,Townhouse,Crewville,303000,1,1,1,Mint,1,101,03/01/2020,324000,Middletown
990,Townhouse,Crewville,390000,1,1,1,Mint,2,18,7/23/2021,399000,Middletown
1005,Townhouse,Crewville,410000,2,1,2,Mint,2,13,02/04/2022,410000,Middletown
1006,Townhouse,Crewville,396000,1,1,1,Mint,2,21,2/11/2022,375000,Middletown
1283,Condo,Eastown,463835,2,0,2,New,1,193,1/18/2020,463900,Eastern
1285,Other,Eastown,452900,2,0,2,New,1,135,5/26/2020,457900,Eastern
1286,Other,Eastown,459900,2,0,2,New,1,108,9/11/2020,459900,Eastern
1287,Other,Eastown,449900,2,0,2,mint,1,43,9/21/2020,449900,Eastern
1288,Other,Eastown,452900,2,0,2,,1,32,9/21/2020,457900,Eastern
1289,Other,Eastown,449900,2,0,2,mint,1,60,11/12/2020,449900,Eastern
1290,Garden Apartment,Eastown,457900,2,0,2,New,1,78,11/15/2020,477900,Eastern
1291,Garden Apartment,Eastown,477900,2,0,2,New,1,214,11/15/2020,477900,Eastern
1294,Other,Eastown,449900,2,0,2,Mint,1,1,1/13/2021,449900,Eastern
1295,Other,Eastown,457900,2,0,2,,1,1,1/13/2021,449900,Eastern
1296,Other,Eastown,457900,2,0,2,,1,1,1/13/2021,457900,Eastern
1297,Other,Eastown,469900,2,0,2,mint,1,65,1/15/2021,469900,Eastern
1298,Garden Apartment,Eastown,457900,2,0,2,New,1,1,1/18/2021,457900,Eastern
1301,Other,Eastown,447900,2,0,2,,1,130,6/14/2021,494900,Eastern
1302,Other,Eastown,485070,2,0,2,,1,0,07/06/2021,494900,Eastern
1303,Other,Eastown,477900,2,0,2,,1,24,6/13/2021,494900,Eastern
1304,Other,Eastown,441000,2,0,2,New,1,0,5/28/2020,441000,Eastern
1284,Other,Eastown,437900,2,0,2,New,2,72,3/30/2020,442900,Eastern
1292,Other,Eastown,453900,2,0,2,New,2,78,11/15/2020,472900,Eastern
1293,Garden Apartment,Eastown,452900,2,0,2,New,2,45,11/15/2020,452900,Eastern
1299,Other,Eastown,469900,2,0,2,New,2,30,3/24/2021,469900,Eastern
1300,Other,Eastown,472900,2,0,2,New,2,6,6/30/2021,494900,Eastern
1254,Townhouse,Forestville,275000,1,1,1,Beautiful,1,3,07/03/2020,249000,Lisps
1255,Garden Apartment,Forestville,95000,1,0,1,Mint,1,29,7/20/2020,95000,Lisps
1256,Other,Forestville,265000,1,1,1,,1,12,7/24/2020,249000,Lisps
1257,Other,Forestville,245000,1,0,1,Good,1,8,9/28/2020,240000,Lisps
1261,Garden Apartment,Forestville,265000,1,1,1,Mint,1,13,12/11/2020,260000,Lisps
1262,Garden Apartment,Forestville,275000,1,1,1,Perfect,1,35,1/20/2021,259000,Lisps
1266,Other,Forestville,115000,1,0,1,,1,19,7/21/2021,105000,Lisps
1267,Other,Forestville,210000,1,0,1,,1,29,7/22/2021,199000,Lisps
1268,Garden Apartment,Forestville,225000,1,0,1,Mint ++,1,50,9/14/2021,210000,Lisps
1272,Other,Forestville,215000,1,0,1,,1,23,1/22/2022,199999,Lisps
1277,Garden Apartment,Forestville,225000,1,0,1,,1,14,7/14/2022,220000,Lisps
1281,Garden Apartment,Forestville,252000,1,0,1,Mint,1,14,10/25/2022,240000,Lisps
1282,Townhouse,Forestville,292500,1,1,1,Good,1,3,3/10/2023,289000,Lisps
1253,Garden Apartment,Forestville,189000,1,0,1,Excellent,2,16,6/29/2020,179000,Lisps
1258,Other,Forestville,187000,1,0,1,Diamond,2,28,10/06/2020,189000,Lisps
1259,Garden Apartment,Forestville,185000,1,0,1,Mint,2,59,10/11/2020,185000,Lisps
1260,Other,Forestville,205000,1,0,1,diamond,2,9,11/14/2020,195000,Lisps
1263,Other,Forestville,190000,1,0,1,,2,2,02/05/2021,185000,Lisps
1264,Garden Apartment,Forestville,199000,1,0,1,MINT,2,20,5/20/2021,199000,Lisps
1265,Garden Apartment,Forestville,195000,1,0,1,Godd,2,17,07/02/2021,195000,Lisps
1269,Garden Apartment,Forestville,210000,1,0,1,Mint,2,11,10/25/2021,199000,Lisps
1270,Townhouse,Forestville,275000,1,1,1,Good,2,30,11/17/2021,279000,Lisps
1271,Garden Apartment,Forestville,215000,1,0,1,Excellent,2,20,11/30/2021,215000,Lisps
1273,Garden Apartment,Forestville,219000,1,0,1,,2,20,2/17/2022,219000,Lisps
1274,Garden Apartment,Forestville,245000,1,0,1,Mint,2,21,5/11/2022,239999,Lisps
1275,Garden Apartment,Forestville,230000,1,0,1,Mint,2,11,06/06/2022,239000,Lisps
1276,Garden Apartment,Forestville,130000,1,0,1,,2,4,6/21/2022,110000,Lisps
1278,Garden Apartment,Forestville,250000,1,0,1,Mint,2,16,7/19/2022,245000,Lisps
1279,Garden Apartment,Forestville,243500,1,0,1,Mint,2,8,7/21/2022,240000,Lisps
1280,Townhouse,Forestville,288000,1,1,1,Mint,2,19,9/28/2022,299000,Lisps
1356,Other,Glentrees,255000,1,1,1,Mint,1,7,9/15/2020,249900,Lisps
1357,Townhouse,Glentrees,265000,1,1,1,,1,19,10/02/2020,250000,Lisps
1359,Co-Op,Glentrees,90000,1,0,1,,1,13,12/01/2020,79900,Lisps
1361,Garden Apartment,Glentrees,196000,1,0,1,Mint+,1,82,4/30/2021,199000,Lisps
1365,Other,Glentrees,240000,1,0,1,Avg,1,5,3/11/2022,239000,Lisps
1366,Other,Glentrees,187000,1,0,1,Mint++,1,26,05/01/2020,182000,Lisps
1367,Co-Op,Glentrees,175000,1,0,1,EXC ++,1,23,2/10/2020,185000,Lisps
1358,Garden Apartment,Glentrees,195000,1,0,1,Excellent,2,16,10/02/2020,189000,Lisps
1360,Other,Glentrees,196000,1,0,1,,2,95,2/10/2021,188500,Lisps
1362,Other,Glentrees,230000,1,0,1,Excellent,2,4,6/21/2021,199000,Lisps
1363,Garden Apartment,Glentrees,215000,1,0,1,Excellent+,2,14,12/17/2021,215000,Lisps
1364,Garden Apartment,Glentrees,205000,1,0,1,Good,2,9,1/19/2022,200000,Lisps
1116,Townhouse,Golddream,350000,1,1,1,,1,22,12/08/2022,355000,Coral
1117,Townhouse,Golddream,325000,1,1,1,Mint,1,7,10/06/2020,325000,Coral
1118,Townhouse,Golddream,340000,1,1,1,Excellent,1,29,12/22/2020,324999,Coral
1119,Townhouse,Golddream,347500,2,1,2,Mint,1,17,03/04/2021,319990,Coral
1120,Other,Golddream,349000,1,1,1,Mint,1,125,06/03/2021,349000,Coral
1121,Townhouse,Golddream,335000,1,1,1,,1,22,08/05/2021,339000,Coral
1123,Townhouse,Golddream,220000,1,1,1,Fair,1,84,5/22/2020,234900,Coral
1114,Townhouse,Golddream,355000,1,1,1,Diamond,2,21,1/14/2022,379000,Coral
1115,Townhouse,Golddream,370500,1,1,1,,2,153,10/05/2022,375000,Coral
1122,Townhouse,Golddream,355000,1,1,1,Diamond,2,29,10/18/2021,369000,Coral
641,Other,Greentown,225000,2,0,2,Excellent,0,22,2/20/2023,225000,Affected
541,Other,Greentown,55000,2,0,2,,1,238,2/10/2020,59900,Affected
542,Condo,Greentown,175000,2,0,2,Diamond,1,113,2/24/2020,175000,Affected
543,Other,Greentown,165000,2,0,2,,1,38,07/06/2020,152000,Affected
544,Other,Greentown,115500,2,0,2,,1,37,07/08/2020,112000,Affected
545,Other,Greentown,155000,2,0,2,Diamond,1,63,7/27/2020,149999,Affected
546,Other,Greentown,60000,1,0,1,,1,46,08/01/2020,59999,Affected
547,Other,Greentown,160000,2,0,2,,1,-13,08/09/2020,169000,Affected
548,Other,Greentown,84000,1,1,1,Excellent,1,40,8/25/2020,89900,Affected
549,Other,Greentown,174000,2,0,2,Mint,1,26,8/26/2020,178000,Affected
550,Other,Greentown,64900,1,0,1,Excellent,1,46,9/21/2020,64900,Affected
551,Other,Greentown,90000,1,0,1,mint,1,39,10/02/2020,99000,Affected
552,Other,Greentown,110000,2,0,2,Mint++,1,25,10/22/2020,110000,Affected
553,Other,Greentown,100000,2,0,2,Excellent,1,36,11/02/2020,99000,Affected
554,Other,Greentown,76000,1,0,1,,1,97,11/04/2020,79000,Affected
555,Other,Greentown,153000,2,0,2,,1,43,11/11/2020,159000,Affected
556,Other,Greentown,147000,2,0,2,Diamond,1,100,11/14/2020,149999,Affected
557,Townhouse,Greentown,77500,2,0,2,,1,15,11/16/2020,80000,Affected
558,Other,Greentown,169000,2,0,2,Diamond+,1,21,11/17/2020,169000,Affected
559,Other,Greentown,140000,2,0,2,Mint,1,23,11/17/2020,139996,Affected
560,Other,Greentown,119000,2,0,2,Excellent,1,357,05/07/2020,119000,Affected
561,Other,Greentown,154000,2,0,2,Mint,1,92,12/02/2020,159900,Affected
562,Other,Greentown,49000,1,0,1,Very Good,1,60,12/21/2020,62500,Affected
563,Townhouse,Greentown,160000,2,0,2,Mint ++,1,104,01/07/2021,147000,Affected
564,Other,Greentown,155000,2,0,2,,1,27,1/15/2021,150000,Affected
565,Other,Greentown,45000,1,0,1,,1,233,1/26/2021,49900,Affected
566,Other,Greentown,172500,2,0,2,Excellent,1,61,02/04/2021,172500,Affected
567,Other,Greentown,117500,2,0,2,Excellent,1,38,02/04/2021,119000,Affected
568,Other,Greentown,90000,2,0,2,Very good,1,55,03/01/2021,130000,Affected
569,Other,Greentown,75000,2,0,2,Excellent,1,105,3/15/2021,74900,Affected
570,Other,Greentown,95000,2,0,2,Excellent,1,24,3/22/2021,99900,Affected
571,Other,Greentown,155000,2,0,2,MINT,1,31,3/26/2021,160000,Affected
572,Other,Greentown,157000,2,0,2,Excellent,1,28,04/05/2021,149900,Affected
573,Other,Greentown,126500,1,0,1,Mint,1,44,4/27/2021,128000,Affected
574,Other,Greentown,110000,1,1,1,Mint,1,50,4/27/2021,110000,Affected
575,Other,Greentown,160000,2,0,2,Mint,1,33,5/27/2021,149900,Affected
576,Other,Greentown,164900,2,0,2,Excellent,1,37,06/09/2021,164900,Affected
577,Other,Greentown,155000,2,0,2,,1,25,6/16/2021,149000,Affected
578,Other,Greentown,130000,2,0,2,Excellent,1,145,6/25/2021,139900,Affected
579,Other,Greentown,119000,2,0,2,,1,13,7/13/2021,89000,Affected
580,Other,Greentown,169000,2,0,2,Excellent,1,12,7/25/2021,169000,Affected
581,Townhouse,Greentown,200000,2,0,2,Excellent,1,28,7/26/2021,185000,Affected
582,Other,Greentown,155900,2,0,2,Mint,1,149,06/08/2021,157990,Affected
583,Other,Greentown,189000,2,0,2,Diamond,1,36,08/05/2021,189000,Affected
584,Other,Greentown,118000,1,0,1,MINT,1,37,8/12/2021,129000,Affected
585,Other,Greentown,91000,2,0,2,excellent,1,27,8/24/2021,85000,Affected
586,Other,Greentown,172000,2,0,2,Very Good,1,44,9/26/2021,172000,Affected
587,Other,Greentown,196100,2,0,2,Mint+++,1,32,10/01/2021,184900,Affected
588,Other,Greentown,150000,2,0,2,,1,3,10/15/2021,149500,Affected
589,Other,Greentown,172000,2,0,2,Very Good,1,116,10/18/2021,172000,Affected
590,Other,Greentown,195000,2,0,2,Excellent,1,100,7/25/2021,195000,Affected
591,Other,Greentown,109000,1,0,1,,1,34,11/04/2021,109000,Affected
592,Other,Greentown,130000,1,0,1,,1,91,11/13/2021,130000,Affected
593,Other,Greentown,180000,2,0,2,MINT!,1,33,12/08/2021,179000,Affected
594,Other,Greentown,181000,2,0,2,Mint,1,171,12/28/2021,174999,Affected
595,Garden Apartment,Greentown,175000,2,0,2,Diamond,1,22,01/04/2022,175000,Affected
596,Other,Greentown,184550,2,0,2,Mint,1,50,01/07/2022,184550,Affected
597,Other,Greentown,110000,1,0,1,Excellent,1,93,1/18/2022,110000,Affected
598,Other,Greentown,115000,2,0,2,,1,13,2/18/2022,109000,Affected
599,Other,Greentown,180000,2,0,2,Excellent,1,30,2/28/2022,185000,Affected
600,Other,Greentown,175000,2,0,2,mint,1,26,03/03/2022,174999,Affected
601,Other,Greentown,185000,2,0,2,Excellent,1,16,03/04/2022,175000,Affected
602,Other,Greentown,195000,2,0,2,Diamond,1,46,3/13/2022,195000,Affected
603,Other,Greentown,122500,2,0,2,Good,1,18,3/13/2022,125000,Affected
604,Other,Greentown,190000,2,0,2,Mint+,1,104,01/05/2022,189000,Affected
605,Other,Greentown,60000,1,0,1,,1,29,3/16/2022,55000,Affected
606,Other,Greentown,210000,1,1,1,Excellent,1,33,3/19/2022,230000,Affected
607,Other,Greentown,145000,2,0,2,mint,1,34,3/23/2022,145000,Affected
608,Other,Greentown,197500,2,0,2,Mint++,1,30,3/25/2022,200000,Affected
